class,nm_mun,descricao,area_km2,id
11.0,Morrinhos do Sul,Campo Alagado e Área Pantanosa,1.941,112
11.0,Osório,Campo Alagado e Área Pantanosa,55.3429,113
11.0,Palmares do Sul,Campo Alagado e Área Pantanosa,69.705,114
11.0,Terra de Areia,Campo Alagado e Área Pantanosa,1.4282,115
11.0,Torres,Campo Alagado e Área Pantanosa,2.6173,116
11.0,Tramandaí,Campo Alagado e Área Pantanosa,9.377,117
11.0,Três Cachoeiras,Campo Alagado e Área Pantanosa,0.0187,118
11.0,Xangri-lá,Campo Alagado e Área Pantanosa,11.8323,119
33.0,Arroio do Sal,"Rio, Lago e Oceano",20.9525,120
33.0,Balneário Pinhal,"Rio, Lago e Oceano",17.4316,121
33.0,Capão da Canoa,"Rio, Lago e Oceano",2.5873,122
33.0,Capivari do Sul,"Rio, Lago e Oceano",19.5673,123
33.0,Caraá,"Rio, Lago e Oceano",0.0405,124
33.0,Cidreira,"Rio, Lago e Oceano",44.5999,125
33.0,Dom Pedro de Alcântara,"Rio, Lago e Oceano",13.8333,126
33.0,Imbé,"Rio, Lago e Oceano",4.9709,127
33.0,Itati,"Rio, Lago e Oceano",0.0253,128
33.0,Mampituba,"Rio, Lago e Oceano",0.0946,129
33.0,Maquiné,"Rio, Lago e Oceano",122.3428,130
33.0,Morrinhos do Sul,"Rio, Lago e Oceano",1.0518,131
33.0,Osório,"Rio, Lago e Oceano",172.698,132
33.0,Palmares do Sul,"Rio, Lago e Oceano",85.2682,133
33.0,Terra de Areia,"Rio, Lago e Oceano",9.9014,134
33.0,Torres,"Rio, Lago e Oceano",6.9162,135
33.0,Tramandaí,"Rio, Lago e Oceano",17.4715,136
33.0,Três Cachoeiras,"Rio, Lago e Oceano",89.2168,137
33.0,Três Forquilhas,"Rio, Lago e Oceano",0.723,138
33.0,Xangri-lá,"Rio, Lago e Oceano",2.1915,139
3.0,Arroio do Sal,Formação Florestal,0.1585,140
3.0,Capão da Canoa,Formação Florestal,0.0132,141
3.0,Capivari do Sul,Formação Florestal,1.7542,142
3.0,Caraá,Formação Florestal,169.6893,143
3.0,Dom Pedro de Alcântara,Formação Florestal,12.628,144
3.0,Itati,Formação Florestal,169.234,145
3.0,Mampituba,Formação Florestal,86.4599,146
3.0,Maquiné,Formação Florestal,373.4389,147
3.0,Morrinhos do Sul,Formação Florestal,61.59,148
3.0,Osório,Formação Florestal,65.0266,149
3.0,Terra de Areia,Formação Florestal,29.8529,150
3.0,Torres,Formação Florestal,4.4724,151
3.0,Três Cachoeiras,Formação Florestal,66.1971,152
3.0,Três Forquilhas,Formação Florestal,156.4601,153
12.0,Arroio do Sal,Formação Campestre,7.0824,154
12.0,Balneário Pinhal,Formação Campestre,11.8802,155
12.0,Capão da Canoa,Formação Campestre,16.3962,156
12.0,Capivari do Sul,Formação Campestre,73.4378,157
12.0,Caraá,Formação Campestre,54.1241,158
12.0,Cidreira,Formação Campestre,38.487,159
12.0,Imbé,Formação Campestre,1.3271,160
12.0,Itati,Formação Campestre,4.8246,161
12.0,Mampituba,Formação Campestre,0.0004,162
12.0,Maquiné,Formação Campestre,30.7223,163
12.0,Morrinhos do Sul,Formação Campestre,0.1922,164
12.0,Osório,Formação Campestre,126.0718,165
12.0,Palmares do Sul,Formação Campestre,111.1673,166
12.0,Terra de Areia,Formação Campestre,30.445,167
12.0,Tramandaí,Formação Campestre,27.8541,168
12.0,Três Cachoeiras,Formação Campestre,2.2167,169
12.0,Três Forquilhas,Formação Campestre,6.8005,170
12.0,Xangri-lá,Formação Campestre,11.4765,171
50.0,Balneário Pinhal,Restinga Herbácea,12.1153,172
50.0,Capivari do Sul,Restinga Herbácea,1.7417,173
50.0,Cidreira,Restinga Herbácea,29.9947,174
50.0,Imbé,Restinga Herbácea,2.2947,175
50.0,Maquiné,Restinga Herbácea,11.5216,176
50.0,Osório,Restinga Herbácea,70.1821,177
50.0,Palmares do Sul,Restinga Herbácea,101.063,178
50.0,Tramandaí,Restinga Herbácea,11.449,179
50.0,Xangri-lá,Restinga Herbácea,0.4375,180
15.0,Arroio do Sal,Pastagem,23.9447,181
15.0,Capão da Canoa,Pastagem,7.2864,182
15.0,Caraá,Pastagem,9.8732,183
15.0,Dom Pedro de Alcântara,Pastagem,16.4592,184
15.0,Itati,Pastagem,12.9504,185
15.0,Mampituba,Pastagem,22.8713,186
15.0,Maquiné,Pastagem,7.1556,187
15.0,Morrinhos do Sul,Pastagem,36.1658,188
15.0,Osório,Pastagem,1.4557,189
15.0,Terra de Areia,Pastagem,12.8646,190
15.0,Torres,Pastagem,38.1914,191
15.0,Três Cachoeiras,Pastagem,42.3346,192
15.0,Três Forquilhas,Pastagem,23.5343,193
15.0,Xangri-lá,Pastagem,1.1387,194
21.0,Arroio do Sal,Mosaico de Usos,32.8075,195
21.0,Balneário Pinhal,Mosaico de Usos,1.3285,196
21.0,Capão da Canoa,Mosaico de Usos,16.3278,197
21.0,Capivari do Sul,Mosaico de Usos,16.056,198
21.0,Caraá,Mosaico de Usos,11.6196,199
21.0,Cidreira,Mosaico de Usos,5.5346,200
21.0,Dom Pedro de Alcântara,Mosaico de Usos,27.2544,201
21.0,Imbé,Mosaico de Usos,0.6841,202
21.0,Itati,Mosaico de Usos,11.5974,203
21.0,Mampituba,Mosaico de Usos,34.3017,204
21.0,Maquiné,Mosaico de Usos,14.9223,205
21.0,Morrinhos do Sul,Mosaico de Usos,41.2594,206
21.0,Osório,Mosaico de Usos,19.7026,207
21.0,Palmares do Sul,Mosaico de Usos,24.61,208
21.0,Terra de Areia,Mosaico de Usos,19.9905,209
21.0,Torres,Mosaico de Usos,48.5473,210
21.0,Tramandaí,Mosaico de Usos,3.9434,211
21.0,Três Cachoeiras,Mosaico de Usos,38.3107,212
21.0,Três Forquilhas,Mosaico de Usos,19.5371,213
21.0,Xangri-lá,Mosaico de Usos,4.4526,214
41.0,Arroio do Sal,Outras Lavouras Temporárias,0.2014,215
41.0,Balneário Pinhal,Outras Lavouras Temporárias,0.9379,216
41.0,Capão da Canoa,Outras Lavouras Temporárias,0.4567,217
41.0,Capivari do Sul,Outras Lavouras Temporárias,64.3683,218
41.0,Caraá,Outras Lavouras Temporárias,2.3536,219
41.0,Cidreira,Outras Lavouras Temporárias,8.4984,220
41.0,Dom Pedro de Alcântara,Outras Lavouras Temporárias,0.2836,221
41.0,Imbé,Outras Lavouras Temporárias,0.001,222
41.0,Itati,Outras Lavouras Temporárias,0.8609,223
41.0,Mampituba,Outras Lavouras Temporárias,1.2149,224
41.0,Maquiné,Outras Lavouras Temporárias,7.0835,225
41.0,Morrinhos do Sul,Outras Lavouras Temporárias,0.8271,226
41.0,Osório,Outras Lavouras Temporárias,27.206,227
41.0,Palmares do Sul,Outras Lavouras Temporárias,86.8566,228
41.0,Terra de Areia,Outras Lavouras Temporárias,5.0527,229
41.0,Torres,Outras Lavouras Temporárias,3.0033,230
41.0,Tramandaí,Outras Lavouras Temporárias,4.2507,231
41.0,Três Cachoeiras,Outras Lavouras Temporárias,0.8299,232
41.0,Três Forquilhas,Outras Lavouras Temporárias,1.1017,233
41.0,Xangri-lá,Outras Lavouras Temporárias,1.2862,234
25.0,Arroio do Sal,Outras Áreas não Vegetadas,1.4495,235
25.0,Balneário Pinhal,Outras Áreas não Vegetadas,3.4659,236
25.0,Capão da Canoa,Outras Áreas não Vegetadas,2.6302,237
25.0,Capivari do Sul,Outras Áreas não Vegetadas,0.7344,238
25.0,Caraá,Outras Áreas não Vegetadas,0.0358,239
25.0,Cidreira,Outras Áreas não Vegetadas,7.7113,240
25.0,Imbé,Outras Áreas não Vegetadas,0.6742,241
25.0,Itati,Outras Áreas não Vegetadas,0.0062,242
25.0,Maquiné,Outras Áreas não Vegetadas,0.468,243
25.0,Osório,Outras Áreas não Vegetadas,7.1069,244
25.0,Palmares do Sul,Outras Áreas não Vegetadas,21.8314,245
25.0,Terra de Areia,Outras Áreas não Vegetadas,0.2431,246
25.0,Torres,Outras Áreas não Vegetadas,0.6943,247
25.0,Tramandaí,Outras Áreas não Vegetadas,3.6968,248
25.0,Três Cachoeiras,Outras Áreas não Vegetadas,0.0148,249
25.0,Três Forquilhas,Outras Áreas não Vegetadas,0.0055,250
25.0,Xangri-lá,Outras Áreas não Vegetadas,0.2544,251
39.0,,Soja,0.014,252
9.0,,Silvicultura,0.0486,253
40.0,,Arroz,0.0416,254
23.0,,"Praia, Duna e Areal",0.0138,255
49.0,,Restinga Arbórea,0.0398,256
11.0,,Campo Alagado e Área Pantanosa,0.0955,257
33.0,,"Rio, Lago e Oceano",0.8338,258
3.0,,Formação Florestal,0.9052,259
12.0,,Formação Campestre,0.0997,260
50.0,,Restinga Herbácea,0.0148,261
15.0,,Pastagem,0.0251,262
21.0,,Mosaico de Usos,0.1506,263
41.0,,Outras Lavouras Temporárias,0.0616,264
25.0,,Outras Áreas não Vegetadas,0.004,265
,Arroio do Sal,,4.0834,266
,Balneário Pinhal,,0.0264,267
,Capão da Canoa,,20.3869,268
,Capivari do Sul,,0.1979,269
,Caraá,,1.2403,270
,Cidreira,,0.0535,271
,Imbé,,0.0353,272
,Itati,,1.2016,273
,Mampituba,,0.1503,274
,Maquiné,,2.8731,275
,Osório,,0.3865,276
,Palmares do Sul,,0.5145,277
,Terra de Areia,,13.4896,278
,Torres,,0.2044,279
,Tramandaí,,0.0476,280
,Três Cachoeiras,,0.362,281
,Três Forquilhas,,0.4957,282
,Xangri-lá,,3.9628,283
