class,nm_mun,descricao,id,area_km2
24.0,Osório,Área Urbanizada,74,11.7576
24.0,Palmares do Sul,Área Urbanizada,75,5.6927
24.0,Terra de Areia,Área Urbanizada,76,2.3857
24.0,Torres,Área Urbanizada,77,11.5712
24.0,Tramandaí,Área Urbanizada,78,19.3258
24.0,Três Cachoeiras,Área Urbanizada,79,1.0496
24.0,Três Forquilhas,Área Urbanizada,80,0.0476
24.0,Xangri-lá,Área Urbanizada,81,12.4677
11.0,Arroio do Sal,Campo Alagado e Área Pantanosa,82,2.842
11.0,Balneário Pinhal,Campo Alagado e Área Pantanosa,83,2.6031
11.0,Capão da Canoa,Campo Alagado e Área Pantanosa,84,1.5673
11.0,Capivari do Sul,Campo Alagado e Área Pantanosa,85,16.3318
11.0,Cidreira,Campo Alagado e Área Pantanosa,86,10.0285
11.0,Dom Pedro de Alcântara,Campo Alagado e Área Pantanosa,87,2.8514
11.0,Imbé,Campo Alagado e Área Pantanosa,88,8.9319
11.0,Mampituba,Campo Alagado e Área Pantanosa,89,0.0008
11.0,Maquiné,Campo Alagado e Área Pantanosa,90,16.4593
11.0,Morrinhos do Sul,Campo Alagado e Área Pantanosa,91,3.0825
11.0,Osório,Campo Alagado e Área Pantanosa,92,48.6422
11.0,Palmares do Sul,Campo Alagado e Área Pantanosa,93,59.6757
11.0,Terra de Areia,Campo Alagado e Área Pantanosa,94,1.3836
11.0,Torres,Campo Alagado e Área Pantanosa,95,4.2322
11.0,Tramandaí,Campo Alagado e Área Pantanosa,96,9.6449
11.0,Três Cachoeiras,Campo Alagado e Área Pantanosa,97,0.367
11.0,Três Forquilhas,Campo Alagado e Área Pantanosa,98,0.0109
11.0,Xangri-lá,Campo Alagado e Área Pantanosa,99,10.5058
49.0,Arroio do Sal,Restinga Arbórea,100,4.6606
49.0,Balneário Pinhal,Restinga Arbórea,101,3.1298
49.0,Capão da Canoa,Restinga Arbórea,102,3.8841
49.0,Capivari do Sul,Restinga Arbórea,103,11.347
49.0,Cidreira,Restinga Arbórea,104,11.6775
49.0,Dom Pedro de Alcântara,Restinga Arbórea,105,5.6002
49.0,Imbé,Restinga Arbórea,106,0.0451
49.0,Itati,Restinga Arbórea,107,0.3065
49.0,Mampituba,Restinga Arbórea,108,0.2366
49.0,Maquiné,Restinga Arbórea,109,3.6551
49.0,Morrinhos do Sul,Restinga Arbórea,110,8.7418
49.0,Osório,Restinga Arbórea,111,20.6288
49.0,Palmares do Sul,Restinga Arbórea,112,34.8506
49.0,Terra de Areia,Restinga Arbórea,113,9.986
49.0,Torres,Restinga Arbórea,114,9.438
49.0,Tramandaí,Restinga Arbórea,115,7.6072
49.0,Três Cachoeiras,Restinga Arbórea,116,3.2918
49.0,Três Forquilhas,Restinga Arbórea,117,1.7857
49.0,Xangri-lá,Restinga Arbórea,118,2.8034
33.0,Arroio do Sal,"Rio, Lago e Oceano",119,21.37
33.0,Balneário Pinhal,"Rio, Lago e Oceano",120,18.7124
33.0,Capão da Canoa,"Rio, Lago e Oceano",121,2.4442
33.0,Capivari do Sul,"Rio, Lago e Oceano",122,21.0922
33.0,Caraá,"Rio, Lago e Oceano",123,0.0241
33.0,Cidreira,"Rio, Lago e Oceano",124,48.3789
33.0,Dom Pedro de Alcântara,"Rio, Lago e Oceano",125,14.1497
33.0,Imbé,"Rio, Lago e Oceano",126,5.2746
33.0,Itati,"Rio, Lago e Oceano",127,0.0647
33.0,Mampituba,"Rio, Lago e Oceano",128,0.1703
33.0,Maquiné,"Rio, Lago e Oceano",129,122.6458
33.0,Morrinhos do Sul,"Rio, Lago e Oceano",130,0.6614
33.0,Osório,"Rio, Lago e Oceano",131,174.3019
33.0,Palmares do Sul,"Rio, Lago e Oceano",132,90.0817
33.0,Terra de Areia,"Rio, Lago e Oceano",133,9.9844
33.0,Torres,"Rio, Lago e Oceano",134,8.058
33.0,Tramandaí,"Rio, Lago e Oceano",135,18.6921
33.0,Três Cachoeiras,"Rio, Lago e Oceano",136,89.0605
33.0,Três Forquilhas,"Rio, Lago e Oceano",137,0.8974
33.0,Xangri-lá,"Rio, Lago e Oceano",138,1.9207
3.0,Arroio do Sal,Formação Florestal,139,0.1281
3.0,Capão da Canoa,Formação Florestal,140,0.0382
3.0,Capivari do Sul,Formação Florestal,141,1.7986
3.0,Caraá,Formação Florestal,142,191.929
3.0,Dom Pedro de Alcântara,Formação Florestal,143,11.3748
3.0,Itati,Formação Florestal,144,170.2262
3.0,Mampituba,Formação Florestal,145,87.8214
3.0,Maquiné,Formação Florestal,146,375.1307
3.0,Morrinhos do Sul,Formação Florestal,147,60.4444
3.0,Osório,Formação Florestal,148,68.2029
3.0,Terra de Areia,Formação Florestal,149,29.3372
3.0,Torres,Formação Florestal,150,3.9964
3.0,Três Cachoeiras,Formação Florestal,151,70.0414
3.0,Três Forquilhas,Formação Florestal,152,167.3089
12.0,Arroio do Sal,Formação Campestre,153,6.0118
12.0,Balneário Pinhal,Formação Campestre,154,13.2546
12.0,Capão da Canoa,Formação Campestre,155,10.2221
12.0,Capivari do Sul,Formação Campestre,156,73.7891
12.0,Caraá,Formação Campestre,157,48.0463
12.0,Cidreira,Formação Campestre,158,36.6703
12.0,Imbé,Formação Campestre,159,1.5154
12.0,Itati,Formação Campestre,160,3.1936
12.0,Mampituba,Formação Campestre,161,0.0004
12.0,Maquiné,Formação Campestre,162,29.398
12.0,Morrinhos do Sul,Formação Campestre,163,0.328
12.0,Osório,Formação Campestre,164,122.5346
12.0,Palmares do Sul,Formação Campestre,165,84.7882
12.0,Terra de Areia,Formação Campestre,166,27.1122
12.0,Tramandaí,Formação Campestre,167,29.456
12.0,Três Cachoeiras,Formação Campestre,168,0.7261
12.0,Três Forquilhas,Formação Campestre,169,5.5293
12.0,Xangri-lá,Formação Campestre,170,11.4144
50.0,Balneário Pinhal,Restinga Herbácea,171,8.1414
50.0,Capivari do Sul,Restinga Herbácea,172,1.9201
50.0,Cidreira,Restinga Herbácea,173,28.7695
50.0,Imbé,Restinga Herbácea,174,1.5682
50.0,Maquiné,Restinga Herbácea,175,10.9653
50.0,Osório,Restinga Herbácea,176,71.9956
50.0,Palmares do Sul,Restinga Herbácea,177,55.704
50.0,Tramandaí,Restinga Herbácea,178,12.3936
50.0,Xangri-lá,Restinga Herbácea,179,0.3127
15.0,Arroio do Sal,Pastagem,180,27.2916
15.0,Capão da Canoa,Pastagem,181,23.8961
15.0,Caraá,Pastagem,182,9.17
15.0,Dom Pedro de Alcântara,Pastagem,183,12.9116
15.0,Itati,Pastagem,184,11.7871
15.0,Mampituba,Pastagem,185,20.5338
15.0,Maquiné,Pastagem,186,8.629
15.0,Morrinhos do Sul,Pastagem,187,31.6052
15.0,Osório,Pastagem,188,3.4192
15.0,Terra de Areia,Pastagem,189,19.8027
15.0,Torres,Pastagem,190,42.9545
15.0,Três Cachoeiras,Pastagem,191,33.9853
15.0,Três Forquilhas,Pastagem,192,13.6222
15.0,Xangri-lá,Pastagem,193,5.4767
21.0,Arroio do Sal,Mosaico de Usos,194,28.5624
21.0,Balneário Pinhal,Mosaico de Usos,195,2.7607
21.0,Capão da Canoa,Mosaico de Usos,196,12.2422
21.0,Capivari do Sul,Mosaico de Usos,197,25.6744
21.0,Caraá,Mosaico de Usos,198,11.0116
21.0,Cidreira,Mosaico de Usos,199,13.0493
21.0,Dom Pedro de Alcântara,Mosaico de Usos,200,26.1133
21.0,Imbé,Mosaico de Usos,201,0.8421
21.0,Itati,Mosaico de Usos,202,13.919
21.0,Mampituba,Mosaico de Usos,203,37.5396
21.0,Maquiné,Mosaico de Usos,204,12.4879
21.0,Morrinhos do Sul,Mosaico de Usos,205,45.7716
21.0,Osório,Mosaico de Usos,206,31.9432
21.0,Palmares do Sul,Mosaico de Usos,207,54.4394
21.0,Terra de Areia,Mosaico de Usos,208,16.3687
21.0,Torres,Mosaico de Usos,209,39.7272
21.0,Tramandaí,Mosaico de Usos,210,5.097
21.0,Três Cachoeiras,Mosaico de Usos,211,45.6664
21.0,Três Forquilhas,Mosaico de Usos,212,21.1205
21.0,Xangri-lá,Mosaico de Usos,213,4.9224
41.0,Arroio do Sal,Outras Lavouras Temporárias,214,2.1375
41.0,Balneário Pinhal,Outras Lavouras Temporárias,215,6.0007
41.0,Capão da Canoa,Outras Lavouras Temporárias,216,4.1879
41.0,Capivari do Sul,Outras Lavouras Temporárias,217,137.097
41.0,Caraá,Outras Lavouras Temporárias,218,10.6134
41.0,Cidreira,Outras Lavouras Temporárias,219,19.4473
41.0,Dom Pedro de Alcântara,Outras Lavouras Temporárias,220,1.3586
41.0,Imbé,Outras Lavouras Temporárias,221,0.7636
41.0,Itati,Outras Lavouras Temporárias,222,2.0541
41.0,Mampituba,Outras Lavouras Temporárias,223,4.2372
41.0,Maquiné,Outras Lavouras Temporárias,224,10.8683
41.0,Morrinhos do Sul,Outras Lavouras Temporárias,225,2.7227
41.0,Osório,Outras Lavouras Temporárias,226,46.7204
41.0,Palmares do Sul,Outras Lavouras Temporárias,227,204.7707
41.0,Terra de Areia,Outras Lavouras Temporárias,228,8.3934
41.0,Torres,Outras Lavouras Temporárias,229,7.7187
41.0,Tramandaí,Outras Lavouras Temporárias,230,10.5032
41.0,Três Cachoeiras,Outras Lavouras Temporárias,231,4.2275
41.0,Três Forquilhas,Outras Lavouras Temporárias,232,1.7266
41.0,Xangri-lá,Outras Lavouras Temporárias,233,4.7688
25.0,Arroio do Sal,Outras Áreas não Vegetadas,234,2.553
25.0,Balneário Pinhal,Outras Áreas não Vegetadas,235,4.0959
25.0,Capão da Canoa,Outras Áreas não Vegetadas,236,3.0163
25.0,Capivari do Sul,Outras Áreas não Vegetadas,237,0.5803
25.0,Cidreira,Outras Áreas não Vegetadas,238,15.2405
25.0,Imbé,Outras Áreas não Vegetadas,239,1.03
25.0,Maquiné,Outras Áreas não Vegetadas,240,0.7444
25.0,Osório,Outras Áreas não Vegetadas,241,12.312
25.0,Palmares do Sul,Outras Áreas não Vegetadas,242,20.0627
25.0,Terra de Areia,Outras Áreas não Vegetadas,243,0.2286
25.0,Torres,Outras Áreas não Vegetadas,244,1.391
25.0,Tramandaí,Outras Áreas não Vegetadas,245,5.9895
25.0,Três Cachoeiras,Outras Áreas não Vegetadas,246,0.0156
25.0,Xangri-lá,Outras Áreas não Vegetadas,247,0.4562
39.0,,Soja,248,0.0098
9.0,,Silvicultura,249,0.0238
40.0,,Arroz,250,0.0192
23.0,,"Praia, Duna e Areal",251,0.0149
11.0,,Campo Alagado e Área Pantanosa,252,0.0783
49.0,,Restinga Arbórea,253,0.035
33.0,,"Rio, Lago e Oceano",254,0.8875
3.0,,Formação Florestal,255,0.9423
12.0,,Formação Campestre,256,0.0898
50.0,,Restinga Herbácea,257,0.0116
15.0,,Pastagem,258,0.0252
21.0,,Mosaico de Usos,259,0.1046
41.0,,Outras Lavouras Temporárias,260,0.1017
25.0,,Outras Áreas não Vegetadas,261,0.0057
,Arroio do Sal,,262,4.2152
,Balneário Pinhal,,263,0.0264
,Capão da Canoa,,264,15.0058
,Capivari do Sul,,265,0.1979
,Caraá,,266,0.5598
,Cidreira,,267,0.0535
,Imbé,,268,0.0353
,Itati,,269,1.1475
,Mampituba,,270,0.1519
,Maquiné,,271,1.6915
,Osório,,272,0.2698
,Palmares do Sul,,273,0.515
,Terra de Areia,,274,12.6461
,Torres,,275,0.2044
,Tramandaí,,276,0.0476
,Três Cachoeiras,,277,0.3565
,Três Forquilhas,,278,0.5978
,Xangri-lá,,279,4.4325
