class,nm_mun,descricao,id,area_km2
40.0,Dom Pedro de Alcântara,Arroz,42,1.5054
40.0,Mampituba,Arroz,43,9.6102
40.0,Maquiné,Arroz,44,0.9733
40.0,Morrinhos do Sul,Arroz,45,16.8055
40.0,Osório,Arroz,46,30.0826
40.0,Palmares do Sul,Arroz,47,209.6309
40.0,Terra de Areia,Arroz,48,0.6269
40.0,Torres,Arroz,49,28.8549
40.0,Tramandaí,Arroz,50,3.9479
40.0,Três Cachoeiras,Arroz,51,3.7066
40.0,Xangri-lá,Arroz,52,2.0669
23.0,Arroio do Sal,"Praia, Duna e Areal",53,3.5785
23.0,Balneário Pinhal,"Praia, Duna e Areal",54,4.8699
23.0,Capão da Canoa,"Praia, Duna e Areal",55,2.1786
23.0,Cidreira,"Praia, Duna e Areal",56,26.5323
23.0,Imbé,"Praia, Duna e Areal",57,2.1219
23.0,Osório,"Praia, Duna e Areal",58,1.8809
23.0,Palmares do Sul,"Praia, Duna e Areal",59,48.3005
23.0,Terra de Areia,"Praia, Duna e Areal",60,0.2693
23.0,Torres,"Praia, Duna e Areal",61,3.7867
23.0,Tramandaí,"Praia, Duna e Areal",62,10.5637
23.0,Xangri-lá,"Praia, Duna e Areal",63,1.0212
24.0,Arroio do Sal,Área Urbanizada,64,16.3717
24.0,Balneário Pinhal,Área Urbanizada,65,10.0967
24.0,Capão da Canoa,Área Urbanizada,66,21.3766
24.0,Capivari do Sul,Área Urbanizada,67,1.1614
24.0,Caraá,Área Urbanizada,68,0.0989
24.0,Cidreira,Área Urbanizada,69,9.6269
24.0,Dom Pedro de Alcântara,Área Urbanizada,70,0.3498
24.0,Imbé,Área Urbanizada,71,17.9492
24.0,Itati,Área Urbanizada,72,0.039
24.0,Mampituba,Área Urbanizada,73,0.0376
24.0,Maquiné,Área Urbanizada,74,0.6327
24.0,Morrinhos do Sul,Área Urbanizada,75,0.1376
24.0,Osório,Área Urbanizada,76,15.4572
24.0,Palmares do Sul,Área Urbanizada,77,9.3939
24.0,Terra de Areia,Área Urbanizada,78,3.8848
24.0,Torres,Área Urbanizada,79,16.7241
24.0,Tramandaí,Área Urbanizada,80,21.385
24.0,Três Cachoeiras,Área Urbanizada,81,2.325
24.0,Três Forquilhas,Área Urbanizada,82,0.1725
24.0,Xangri-lá,Área Urbanizada,83,17.1207
49.0,Arroio do Sal,Restinga Arbórea,84,2.4072
49.0,Balneário Pinhal,Restinga Arbórea,85,1.6588
49.0,Capão da Canoa,Restinga Arbórea,86,2.4543
49.0,Capivari do Sul,Restinga Arbórea,87,12.3515
49.0,Cidreira,Restinga Arbórea,88,8.9867
49.0,Dom Pedro de Alcântara,Restinga Arbórea,89,3.6448
49.0,Imbé,Restinga Arbórea,90,0.0762
49.0,Itati,Restinga Arbórea,91,0.1356
49.0,Mampituba,Restinga Arbórea,92,0.0401
49.0,Maquiné,Restinga Arbórea,93,3.6931
49.0,Morrinhos do Sul,Restinga Arbórea,94,5.4456
49.0,Osório,Restinga Arbórea,95,24.1316
49.0,Palmares do Sul,Restinga Arbórea,96,30.0743
49.0,Terra de Areia,Restinga Arbórea,97,4.5484
49.0,Torres,Restinga Arbórea,98,6.4723
49.0,Tramandaí,Restinga Arbórea,99,8.1583
49.0,Três Cachoeiras,Restinga Arbórea,100,1.6883
49.0,Três Forquilhas,Restinga Arbórea,101,0.9054
49.0,Xangri-lá,Restinga Arbórea,102,1.4694
11.0,Arroio do Sal,Campo Alagado e Área Pantanosa,103,1.5522
11.0,Balneário Pinhal,Campo Alagado e Área Pantanosa,104,4.2686
11.0,Capão da Canoa,Campo Alagado e Área Pantanosa,105,2.5427
11.0,Capivari do Sul,Campo Alagado e Área Pantanosa,106,18.438
11.0,Cidreira,Campo Alagado e Área Pantanosa,107,12.9462
11.0,Dom Pedro de Alcântara,Campo Alagado e Área Pantanosa,108,2.7307
11.0,Imbé,Campo Alagado e Área Pantanosa,109,9.4309
11.0,Maquiné,Campo Alagado e Área Pantanosa,110,18.1978
11.0,Morrinhos do Sul,Campo Alagado e Área Pantanosa,111,2.5258
11.0,Osório,Campo Alagado e Área Pantanosa,112,57.8885
11.0,Palmares do Sul,Campo Alagado e Área Pantanosa,113,69.8708
11.0,Terra de Areia,Campo Alagado e Área Pantanosa,114,1.0583
11.0,Torres,Campo Alagado e Área Pantanosa,115,2.8362
11.0,Tramandaí,Campo Alagado e Área Pantanosa,116,10.0974
11.0,Três Cachoeiras,Campo Alagado e Área Pantanosa,117,0.0161
11.0,Xangri-lá,Campo Alagado e Área Pantanosa,118,11.3302
3.0,Arroio do Sal,Formação Florestal,119,0.1546
3.0,Capão da Canoa,Formação Florestal,120,0.0086
3.0,Capivari do Sul,Formação Florestal,121,1.8752
3.0,Caraá,Formação Florestal,122,163.6898
3.0,Dom Pedro de Alcântara,Formação Florestal,123,11.4881
3.0,Itati,Formação Florestal,124,166.7592
3.0,Mampituba,Formação Florestal,125,83.1337
3.0,Maquiné,Formação Florestal,126,363.1335
3.0,Morrinhos do Sul,Formação Florestal,127,58.2361
3.0,Osório,Formação Florestal,128,63.5838
3.0,Terra de Areia,Formação Florestal,129,28.6022
3.0,Torres,Formação Florestal,130,4.1156
3.0,Três Cachoeiras,Formação Florestal,131,65.4278
3.0,Três Forquilhas,Formação Florestal,132,154.0335
33.0,Arroio do Sal,"Rio, Lago e Oceano",133,21.1113
33.0,Balneário Pinhal,"Rio, Lago e Oceano",134,17.6957
33.0,Capão da Canoa,"Rio, Lago e Oceano",135,3.1639
33.0,Capivari do Sul,"Rio, Lago e Oceano",136,19.7465
33.0,Caraá,"Rio, Lago e Oceano",137,0.0327
33.0,Cidreira,"Rio, Lago e Oceano",138,45.3772
33.0,Dom Pedro de Alcântara,"Rio, Lago e Oceano",139,13.72
33.0,Imbé,"Rio, Lago e Oceano",140,5.0761
33.0,Itati,"Rio, Lago e Oceano",141,0.0744
33.0,Mampituba,"Rio, Lago e Oceano",142,0.1654
33.0,Maquiné,"Rio, Lago e Oceano",143,122.7576
33.0,Morrinhos do Sul,"Rio, Lago e Oceano",144,0.9649
33.0,Osório,"Rio, Lago e Oceano",145,173.2293
33.0,Palmares do Sul,"Rio, Lago e Oceano",146,85.9404
33.0,Terra de Areia,"Rio, Lago e Oceano",147,10.5221
33.0,Torres,"Rio, Lago e Oceano",148,7.2044
33.0,Tramandaí,"Rio, Lago e Oceano",149,17.5462
33.0,Três Cachoeiras,"Rio, Lago e Oceano",150,89.5304
33.0,Três Forquilhas,"Rio, Lago e Oceano",151,0.8763
33.0,Xangri-lá,"Rio, Lago e Oceano",152,2.1077
12.0,Arroio do Sal,Formação Campestre,153,4.7667
12.0,Balneário Pinhal,Formação Campestre,154,13.0978
12.0,Capão da Canoa,Formação Campestre,155,11.6769
12.0,Capivari do Sul,Formação Campestre,156,69.2126
12.0,Caraá,Formação Campestre,157,55.4095
12.0,Cidreira,Formação Campestre,158,42.0029
12.0,Imbé,Formação Campestre,159,1.2432
12.0,Itati,Formação Campestre,160,4.4957
12.0,Mampituba,Formação Campestre,161,0.0004
12.0,Maquiné,Formação Campestre,162,29.1278
12.0,Morrinhos do Sul,Formação Campestre,163,0.1961
12.0,Osório,Formação Campestre,164,126.4258
12.0,Palmares do Sul,Formação Campestre,165,106.1907
12.0,Terra de Areia,Formação Campestre,166,20.0173
12.0,Tramandaí,Formação Campestre,167,30.0627
12.0,Três Cachoeiras,Formação Campestre,168,1.6266
12.0,Três Forquilhas,Formação Campestre,169,6.0535
12.0,Xangri-lá,Formação Campestre,170,10.0051
50.0,Balneário Pinhal,Restinga Herbácea,171,10.0743
50.0,Capivari do Sul,Restinga Herbácea,172,1.5884
50.0,Cidreira,Restinga Herbácea,173,28.672
50.0,Imbé,Restinga Herbácea,174,2.3002
50.0,Maquiné,Restinga Herbácea,175,10.8959
50.0,Osório,Restinga Herbácea,176,70.2432
50.0,Palmares do Sul,Restinga Herbácea,177,94.1765
50.0,Tramandaí,Restinga Herbácea,178,12.599
50.0,Xangri-lá,Restinga Herbácea,179,0.3954
15.0,Arroio do Sal,Pastagem,180,26.5102
15.0,Capão da Canoa,Pastagem,181,12.4274
15.0,Caraá,Pastagem,182,8.3696
15.0,Dom Pedro de Alcântara,Pastagem,183,14.7149
15.0,Itati,Pastagem,184,11.5191
15.0,Mampituba,Pastagem,185,24.0548
15.0,Maquiné,Pastagem,186,5.6475
15.0,Morrinhos do Sul,Pastagem,187,37.0143
15.0,Osório,Pastagem,188,1.4384
15.0,Terra de Areia,Pastagem,189,19.5296
15.0,Torres,Pastagem,190,35.3331
15.0,Três Cachoeiras,Pastagem,191,38.6118
15.0,Três Forquilhas,Pastagem,192,20.8328
15.0,Xangri-lá,Pastagem,193,2.2887
21.0,Arroio do Sal,Mosaico de Usos,194,24.2136
21.0,Balneário Pinhal,Mosaico de Usos,195,1.1945
21.0,Capão da Canoa,Mosaico de Usos,196,4.3342
21.0,Capivari do Sul,Mosaico de Usos,197,18.0365
21.0,Caraá,Mosaico de Usos,198,9.8957
21.0,Cidreira,Mosaico de Usos,199,4.2852
21.0,Dom Pedro de Alcântara,Mosaico de Usos,200,28.6462
21.0,Imbé,Mosaico de Usos,201,0.8016
21.0,Itati,Mosaico de Usos,202,14.1986
21.0,Mampituba,Mosaico de Usos,203,36.5214
21.0,Maquiné,Mosaico de Usos,204,18.6533
21.0,Morrinhos do Sul,Mosaico de Usos,205,43.0496
21.0,Osório,Mosaico de Usos,206,22.6523
21.0,Palmares do Sul,Mosaico de Usos,207,28.034
21.0,Terra de Areia,Mosaico de Usos,208,8.3221
21.0,Torres,Mosaico de Usos,209,49.3587
21.0,Tramandaí,Mosaico de Usos,210,2.3396
21.0,Três Cachoeiras,Mosaico de Usos,211,41.3971
21.0,Três Forquilhas,Mosaico de Usos,212,20.1876
21.0,Xangri-lá,Mosaico de Usos,213,2.888
41.0,Arroio do Sal,Outras Lavouras Temporárias,214,0.6486
41.0,Balneário Pinhal,Outras Lavouras Temporárias,215,4.5087
41.0,Capão da Canoa,Outras Lavouras Temporárias,216,2.0906
41.0,Capivari do Sul,Outras Lavouras Temporárias,217,114.7901
41.0,Caraá,Outras Lavouras Temporárias,218,3.8232
41.0,Cidreira,Outras Lavouras Temporárias,219,15.1048
41.0,Dom Pedro de Alcântara,Outras Lavouras Temporárias,220,1.1944
41.0,Imbé,Outras Lavouras Temporárias,221,0.0009
41.0,Itati,Outras Lavouras Temporárias,222,0.78
41.0,Mampituba,Outras Lavouras Temporárias,223,2.2053
41.0,Maquiné,Outras Lavouras Temporárias,224,9.1198
41.0,Morrinhos do Sul,Outras Lavouras Temporárias,225,1.7312
41.0,Osório,Outras Lavouras Temporárias,226,26.6495
41.0,Palmares do Sul,Outras Lavouras Temporárias,227,134.6713
41.0,Terra de Areia,Outras Lavouras Temporárias,228,7.4844
41.0,Torres,Outras Lavouras Temporárias,229,4.3412
41.0,Tramandaí,Outras Lavouras Temporárias,230,6.113
41.0,Três Cachoeiras,Outras Lavouras Temporárias,231,2.279
41.0,Três Forquilhas,Outras Lavouras Temporárias,232,1.3331
41.0,Xangri-lá,Outras Lavouras Temporárias,233,1.9785
25.0,Arroio do Sal,Outras Áreas não Vegetadas,234,3.105
25.0,Balneário Pinhal,Outras Áreas não Vegetadas,235,4.8402
25.0,Capão da Canoa,Outras Áreas não Vegetadas,236,5.4715
25.0,Capivari do Sul,Outras Áreas não Vegetadas,237,0.6325
25.0,Caraá,Outras Áreas não Vegetadas,238,0.0522
25.0,Cidreira,Outras Áreas não Vegetadas,239,10.0472
25.0,Dom Pedro de Alcântara,Outras Áreas não Vegetadas,240,0.0133
25.0,Imbé,Outras Áreas não Vegetadas,241,0.7304
25.0,Itati,Outras Áreas não Vegetadas,242,0.0133
25.0,Maquiné,Outras Áreas não Vegetadas,243,1.1704
25.0,Osório,Outras Áreas não Vegetadas,244,9.1736
25.0,Palmares do Sul,Outras Áreas não Vegetadas,245,28.5073
25.0,Terra de Areia,Outras Áreas não Vegetadas,246,0.9759
25.0,Torres,Outras Áreas não Vegetadas,247,1.1671
25.0,Tramandaí,Outras Áreas não Vegetadas,248,4.2733
25.0,Três Cachoeiras,Outras Áreas não Vegetadas,249,0.0468
25.0,Três Forquilhas,Outras Áreas não Vegetadas,250,0.0382
25.0,Xangri-lá,Outras Áreas não Vegetadas,251,0.7811
39.0,,Soja,252,0.0038
9.0,,Silvicultura,253,0.0464
40.0,,Arroz,254,0.0319
23.0,,"Praia, Duna e Areal",255,0.0105
49.0,,Restinga Arbórea,256,0.0396
11.0,,Campo Alagado e Área Pantanosa,257,0.0923
3.0,,Formação Florestal,258,0.8897
33.0,,"Rio, Lago e Oceano",259,0.8566
12.0,,Formação Campestre,260,0.102
50.0,,Restinga Herbácea,261,0.0127
15.0,,Pastagem,262,0.0243
21.0,,Mosaico de Usos,263,0.1508
41.0,,Outras Lavouras Temporárias,264,0.0805
25.0,,Outras Áreas não Vegetadas,265,0.0077
,Arroio do Sal,,266,12.5828
,Balneário Pinhal,,267,0.0264
,Capão da Canoa,,268,28.7886
,Capivari do Sul,,269,0.1979
,Caraá,,270,2.48
,Cidreira,,271,0.0535
,Imbé,,272,0.0353
,Itati,,273,3.6561
,Mampituba,,274,0.1511
,Maquiné,,275,4.4444
,Osório,,276,1.2062
,Palmares do Sul,,277,0.5149
,Terra de Areia,,278,32.0384
,Torres,,279,0.2044
,Tramandaí,,280,0.0476
,Três Cachoeiras,,281,1.6347
,Três Forquilhas,,282,4.6651
,Xangri-lá,,283,7.1751
